id,date,store_nbr,family,sales,onpromotion
1207784,2014-11-10,47,HOME APPLIANCES,0.0,0
1945809,2015-12-31,54,PRODUCE,1360.177,0
2158621,2016-04-29,26,PERSONAL CARE,101.0,2
1314672,2015-01-10,46,HOME CARE,0.0,0
2250684,2016-06-20,1,HOME CARE,175.0,0
2461849,2016-10-16,34,HOME AND KITCHEN II,44.0,1
2784814,2017-04-16,46,EGGS,344.0,1
2470292,2016-10-21,21,FROZEN FOODS,62.0,2
1064784,2014-08-22,35,CELEBRATION,0.0,0
1395953,2015-02-25,27,LAWN AND GARDEN,13.0,1
548516,2013-11-04,49,MAGAZINES,0.0,0
2962696,2017-07-25,37,"LIQUOR,WINE,BEER",80.0,2
407120,2013-08-17,31,SEAFOOD,0.0,0
1076784,2014-08-29,21,PLAYERS AND ELECTRONICS,0.0,0
260100,2013-05-26,7,PLAYERS AND ELECTRONICS,0.0,0
2600479,2017-01-03,24,GROCERY II,9.0,0
1617690,2015-06-29,48,PRODUCE,2024.426,0
2612948,2017-01-10,24,DAIRY,1228.0,24
169899,2013-04-06,26,HOME AND KITCHEN I,0.0,0
443452,2013-09-06,50,SCHOOL AND OFFICE SUPPLIES,0.0,0
307296,2013-06-22,31,AUTOMOTIVE,15.0,0
69731,2013-02-09,16,BEAUTY,0.0,0
1776678,2015-09-27,1,MEATS,158.579,0
495919,2013-10-06,23,POULTRY,258.965,0
1000738,2014-07-17,38,GROCERY II,20.0,0
1608943,2015-06-24,52,POULTRY,0.0,0
1177543,2014-10-24,49,BOOKS,0.0,0
2776317,2017-04-11,8,PLAYERS AND ELECTRONICS,16.0,0
1659628,2015-07-23,25,PERSONAL CARE,78.0,0
67533,2013-02-07,53,HOME AND KITCHEN I,0.0,0
363666,2013-07-24,13,CELEBRATION,0.0,0
238443,2013-05-14,49,HOME CARE,0.0,0
626664,2013-12-18,41,PLAYERS AND ELECTRONICS,0.0,0
2616901,2017-01-12,35,BABY CARE,0.0,0
981697,2014-07-06,53,GROCERY II,41.0,0
2656743,2017-02-03,52,GROCERY I,0.0,0
234975,2013-05-12,51,HOME AND KITCHEN I,0.0,0
1687004,2015-08-07,43,FROZEN FOODS,36.0,0
1096650,2014-09-09,29,PLAYERS AND ELECTRONICS,0.0,0
1577315,2015-06-07,16,HARDWARE,1.0,0
1566131,2015-05-31,51,HOME APPLIANCES,1.0,0
1414841,2015-03-07,7,SEAFOOD,58.82,0
506453,2013-10-12,2,BEAUTY,3.0,0
1998860,2016-01-30,43,HOME APPLIANCES,0.0,0
2739164,2017-03-22,15,SEAFOOD,7.0,0
2499436,2016-11-06,39,HOME AND KITCHEN II,27.0,0
1498790,2015-04-24,12,PREPARED FOODS,0.0,0
877888,2014-05-09,40,"LIQUOR,WINE,BEER",80.0,0
2475527,2016-10-24,18,SEAFOOD,0.0,0
1055829,2014-08-17,33,PLAYERS AND ELECTRONICS,0.0,0
2840143,2017-05-17,48,SCHOOL AND OFFICE SUPPLIES,4.0,2
748678,2014-02-26,16,CLEANING,781.0,0
1345390,2015-01-27,9,GROCERY II,3.0,0
1550299,2015-05-22,8,PERSONAL CARE,237.0,4
2083815,2016-03-18,27,PRODUCE,1975.692,0
2025444,2016-02-14,4,BEVERAGES,4739.0,30
296456,2013-06-16,27,HOME APPLIANCES,0.0,0
1172435,2014-10-21,6,FROZEN FOODS,106.025,0
1198320,2014-11-05,31,MEATS,192.95401,0
307439,2013-06-22,35,FROZEN FOODS,66.0,0
2514929,2016-11-15,23,SEAFOOD,14.307,1
2805306,2017-04-28,21,DELI,346.556,61
270305,2013-06-01,43,BEAUTY,0.0,0
511063,2013-10-14,48,PERSONAL CARE,307.0,0
2359851,2016-08-20,22,LINGERIE,4.0,0
2166496,2016-05-03,47,GROCERY II,48.0,0
2854082,2017-05-25,4,FROZEN FOODS,82.768,3
444077,2013-09-07,19,PREPARED FOODS,41.0,0
1380669,2015-02-16,48,HOME AND KITCHEN I,13.0,0
2125496,2016-04-10,46,SEAFOOD,73.328,0
2975621,2017-08-01,5,FROZEN FOODS,77.841,2
2486704,2016-10-30,31,"LIQUOR,WINE,BEER",8.0,3
1827764,2015-10-25,42,PET SUPPLIES,8.0,0
1878917,2015-11-23,28,PREPARED FOODS,48.0,0
1767603,2015-09-21,54,MEATS,52.978,0
205537,2013-04-26,26,GROCERY II,3.0,0
1496420,2015-04-22,46,BEAUTY,5.0,0
1067247,2014-08-23,53,PLAYERS AND ELECTRONICS,0.0,0
2849655,2017-05-23,16,CELEBRATION,9.0,0
2068672,2016-03-09,52,BABY CARE,0.0,0
2509216,2016-11-12,13,POULTRY,284.37,1
2284295,2016-07-08,52,BEAUTY,0.0,0
1172588,2014-10-22,1,SEAFOOD,38.403,0
2160018,2016-04-30,16,BEVERAGES,1661.0,14
836542,2014-04-16,30,PERSONAL CARE,88.0,0
2172674,2016-05-07,20,LAWN AND GARDEN,16.0,0
2810648,2017-05-01,21,BREAD/BAKERY,707.0,8
252372,2013-05-22,4,LINGERIE,5.0,0
1222512,2014-11-19,10,PLAYERS AND ELECTRONICS,1.0,0
2961815,2017-07-25,12,SEAFOOD,3.0,1
788901,2014-03-20,44,BEVERAGES,6159.0,0
576736,2013-11-20,40,POULTRY,82.042,0
2028150,2016-02-16,16,BEVERAGES,1338.0,14
265122,2013-05-29,48,AUTOMOTIVE,28.0,0
1334612,2015-01-21,6,PET SUPPLIES,0.0,0
1535384,2015-05-14,39,PET SUPPLIES,0.0,0
2993346,2017-08-11,47,HOME AND KITCHEN I,87.0,2
2455930,2016-10-13,19,BOOKS,0.0,0
583784,2013-11-24,39,HARDWARE,3.0,0
993069,2014-07-13,23,AUTOMOTIVE,1.0,0
1614711,2015-06-28,15,LINGERIE,4.0,0
928779,2014-06-07,19,PLAYERS AND ELECTRONICS,0.0,0
1994409,2016-01-28,19,LINGERIE,5.0,0
327628,2013-07-03,51,BOOKS,0.0,0
227355,2013-05-08,38,HOME CARE,0.0,0
646097,2013-12-30,37,MAGAZINES,0.0,0
2529315,2016-11-23,27,PRODUCE,3839.111,209
1518672,2015-05-05,20,GROCERY I,4016.429,7
1481099,2015-04-14,16,PET SUPPLIES,0.0,0
2820272,2017-05-06,40,PET SUPPLIES,2.0,0
412754,2013-08-20,4,MAGAZINES,0.0,0
92219,2013-02-21,46,HOME APPLIANCES,0.0,0
509339,2013-10-13,5,HOME APPLIANCES,0.0,0
285803,2013-06-10,28,MAGAZINES,0.0,0
1597067,2015-06-18,2,SEAFOOD,27.284,1
471668,2013-09-22,42,SEAFOOD,0.0,0
2037394,2016-02-21,25,CLEANING,428.0,0
2031838,2016-02-18,19,POULTRY,159.59601,0
1589834,2015-06-14,17,PET SUPPLIES,0.0,0
1165455,2014-10-18,1,PLAYERS AND ELECTRONICS,3.0,0
119721,2013-03-09,18,PRODUCE,0.0,0
458715,2013-09-15,3,HOME AND KITCHEN I,0.0,0
2681658,2017-02-17,51,GROCERY I,5474.0,52
2733746,2017-03-19,13,PET SUPPLIES,2.0,0
177426,2013-04-10,37,HOME CARE,0.0,0
643933,2013-12-29,27,BOOKS,0.0,0
2165703,2016-05-03,25,GROCERY I,1267.0,39
1595313,2015-06-17,20,PLAYERS AND ELECTRONICS,2.0,0
1878749,2015-11-23,23,PET SUPPLIES,2.0,0
2800995,2017-04-25,5,LINGERIE,12.0,0
256470,2013-05-24,54,PLAYERS AND ELECTRONICS,0.0,0
1868976,2015-11-17,49,LINGERIE,15.0,0
1073492,2014-08-27,3,BEAUTY,4.0,0
2986623,2017-08-07,9,MEATS,321.361,0
979721,2014-07-05,48,HOME APPLIANCES,0.0,0
2823619,2017-05-08,35,CLEANING,410.0,21
1212912,2014-11-13,40,PRODUCE,823.632,1
1402519,2015-03-01,11,LADIESWEAR,0.0,0
2012138,2016-02-07,16,PREPARED FOODS,45.0,0
2838809,2017-05-17,11,HOME APPLIANCES,3.0,0
1954853,2016-01-05,9,SEAFOOD,23.2,0
2536768,2016-11-27,36,PERSONAL CARE,193.0,6
1515605,2015-05-03,34,HARDWARE,1.0,0
2365696,2016-08-23,36,PERSONAL CARE,250.0,6
122331,2013-03-10,41,AUTOMOTIVE,8.0,0
2529204,2016-11-23,24,HOME CARE,303.0,13
1462202,2015-04-03,36,BREAD/BAKERY,912.0,0
547365,2013-11-04,17,PLAYERS AND ELECTRONICS,0.0,0
227495,2013-05-08,41,PET SUPPLIES,0.0,0
2535901,2016-11-27,12,HOME AND KITCHEN II,21.0,2
1592853,2015-06-15,51,DELI,260.995,0
962490,2014-06-26,15,GROCERY I,2467.0,2
2483079,2016-10-28,3,PLAYERS AND ELECTRONICS,26.0,0
324208,2013-07-01,6,HOME AND KITCHEN II,0.0,0
2919718,2017-07-01,31,EGGS,414.0,1
2046607,2016-02-26,33,GROCERY II,1.0,0
817249,2014-04-05,4,BOOKS,0.0,0
442634,2013-09-06,29,BREAD/BAKERY,0.0,0
1294543,2014-12-30,31,LADIESWEAR,3.0,0
2285767,2016-07-09,43,"LIQUOR,WINE,BEER",236.0,0
141160,2013-03-21,2,LADIESWEAR,0.0,0
655984,2014-01-05,15,EGGS,43.0,0
2968871,2017-07-29,10,PET SUPPLIES,3.0,0
1767268,2015-09-21,45,LADIESWEAR,13.0,0
104555,2013-02-28,42,FROZEN FOODS,0.0,0
2100024,2016-03-27,32,BEVERAGES,603.0,1
987212,2014-07-09,9,HOME APPLIANCES,1.0,0
1033793,2014-08-05,16,BEAUTY,0.0,0
2417568,2016-09-21,41,LINGERIE,2.0,0
2878737,2017-06-08,31,HOME AND KITCHEN I,26.0,6
1154466,2014-10-11,50,PLAYERS AND ELECTRONICS,28.0,0
532974,2013-10-27,13,MEATS,130.841,0
1547175,2015-05-21,20,BEVERAGES,1000.0,0
1014932,2014-07-25,36,HOME APPLIANCES,0.0,0
1200893,2014-11-06,53,MAGAZINES,0.0,0
65208,2013-02-06,39,AUTOMOTIVE,10.0,0
111415,2013-03-04,35,CLEANING,568.0,0
2967874,2017-07-28,32,LADIESWEAR,0.0,0
1369311,2015-02-10,3,DELI,298.95,1
677530,2014-01-17,2,CLEANING,962.0,0
452602,2013-09-11,9,CLEANING,1217.0,0
2566352,2016-12-14,17,DAIRY,877.0,120
1560698,2015-05-28,49,PREPARED FOODS,237.211,0
2757357,2017-04-01,26,DELI,122.999,5
1238376,2014-11-27,6,HOME CARE,184.0,0
1741234,2015-09-07,15,"LIQUOR,WINE,BEER",25.0,1
211280,2013-04-29,37,HARDWARE,2.0,0
401914,2013-08-14,36,CLEANING,374.0,0
39601,2013-01-23,20,BABY CARE,0.0,0
458660,2013-09-15,28,PET SUPPLIES,0.0,0
2230769,2016-06-08,50,BEAUTY,3.0,0
2994432,2017-08-12,28,GROCERY I,9841.523,57
2399659,2016-09-11,39,SCHOOL AND OFFICE SUPPLIES,8.0,3
396609,2013-08-11,37,HOME AND KITCHEN I,0.0,0
1513862,2015-05-02,35,LAWN AND GARDEN,0.0,0
1051900,2014-08-15,23,PERSONAL CARE,89.0,0
2209411,2016-05-27,50,POULTRY,631.434,37
1234026,2014-11-25,33,MEATS,275.741,0
1631712,2015-07-07,41,PLAYERS AND ELECTRONICS,2.0,0
299231,2013-06-17,54,LAWN AND GARDEN,0.0,0
548953,2013-11-05,11,SCHOOL AND OFFICE SUPPLIES,0.0,0
1708484,2015-08-19,46,DAIRY,1144.0,1
336074,2013-07-08,39,BEAUTY,2.0,0
1111464,2014-09-17,44,MEATS,1103.9401,0
2656961,2017-02-03,9,SEAFOOD,17.0,0
1760163,2015-09-17,46,DELI,500.679,1
2540854,2016-11-29,50,LADIESWEAR,14.0,0
1052199,2014-08-15,31,PLAYERS AND ELECTRONICS,0.0,0
1824540,2015-10-23,52,BEVERAGES,0.0,0
1972421,2016-01-15,51,FROZEN FOODS,399.683,3
215749,2013-05-02,12,POULTRY,71.716995,0
694096,2014-01-26,34,CLEANING,854.0,0
405905,2013-08-16,48,BREAD/BAKERY,436.012,0
2062540,2016-03-06,30,CLEANING,491.0,0
2140791,2016-04-19,26,HOME AND KITCHEN I,6.0,0
1682122,2015-08-04,7,GROCERY II,32.0,0
336131,2013-07-08,4,PET SUPPLIES,0.0,0
1295247,2014-12-30,50,PRODUCE,3848.814,0
1162865,2014-10-16,37,FROZEN FOODS,136.64,0
704583,2014-02-01,29,AUTOMOTIVE,0.0,0
162573,2013-04-02,20,HOME AND KITCHEN I,0.0,0
1096779,2014-09-09,32,MEATS,89.884995,0
328853,2013-07-04,36,DAIRY,125.0,0
60539,2013-02-03,8,HOME APPLIANCES,0.0,0
1208087,2014-11-10,6,MAGAZINES,0.0,0
323085,2013-07-01,24,HOME AND KITCHEN I,0.0,0
2697649,2017-02-26,5,SCHOOL AND OFFICE SUPPLIES,0.0,0
761229,2014-03-05,18,HOME CARE,185.0,0
879899,2014-05-10,47,LAWN AND GARDEN,43.0,0
1622895,2015-07-02,44,LINGERIE,21.0,0
2534323,2016-11-26,18,"LIQUOR,WINE,BEER",0.0,0
918703,2014-06-01,36,HOME AND KITCHEN II,0.0,0
1177948,2014-10-25,10,GROCERY II,0.0,0
1288478,2014-12-27,11,PET SUPPLIES,3.0,0
2829130,2017-05-11,4,CLEANING,994.0,26
226002,2013-05-07,5,HOME CARE,0.0,0
2120402,2016-04-07,53,LAWN AND GARDEN,3.0,0
1165092,2014-10-17,49,PLAYERS AND ELECTRONICS,21.0,0
2515475,2016-11-15,39,HOME APPLIANCES,0.0,0
1936096,2015-12-26,32,LADIESWEAR,0.0,0
418569,2013-08-23,52,PRODUCE,0.0,0
1802619,2015-10-11,37,PLAYERS AND ELECTRONICS,7.0,0
2813960,2017-05-03,14,HOME APPLIANCES,0.0,0
806674,2014-03-30,42,"LIQUOR,WINE,BEER",0.0,0
1147984,2014-10-08,2,GROCERY II,32.0,0
138467,2013-03-19,43,SEAFOOD,1.0,0
1727002,2015-08-30,16,GROCERY II,10.0,0
17075,2013-01-10,38,HARDWARE,4.0,0
2557372,2016-12-09,15,BOOKS,0.0,0
2791390,2017-04-20,30,LADIESWEAR,0.0,0
2055535,2016-03-02,33,SCHOOL AND OFFICE SUPPLIES,0.0,0
2099142,2016-03-26,8,GROCERY I,4965.0,24
1468878,2015-04-07,23,HOME AND KITCHEN I,1.0,0
1873643,2015-11-20,30,BEAUTY,0.0,0
1510368,2015-04-30,37,MEATS,282.80402,1
1242779,2014-11-30,29,SEAFOOD,0.0,0
621468,2013-12-15,46,GROCERY I,13162.0,0
1381683,2015-02-17,27,CELEBRATION,0.0,0
1644424,2015-07-14,49,BABY CARE,0.0,0
2582401,2016-12-23,17,LADIESWEAR,0.0,0
2687671,2017-02-21,20,LADIESWEAR,2.0,0
2331453,2016-08-04,26,BEVERAGES,625.0,20
1313115,2015-01-09,52,GROCERY I,0.0,0
2182659,2016-05-12,50,CELEBRATION,66.0,0
1298561,2015-01-01,44,FROZEN FOODS,0.0,0
2912551,2017-06-27,30,BOOKS,0.0,0
884704,2014-05-13,32,CLEANING,228.0,0
1170618,2014-10-20,54,DELI,179.0,1
2394292,2016-09-08,39,EGGS,1055.0,0
27455,2013-01-16,29,SEAFOOD,0.0,0
1757772,2015-09-16,29,PLAYERS AND ELECTRONICS,6.0,0
80957,2013-02-15,30,DAIRY,58.0,0
1931505,2015-12-22,53,HOME AND KITCHEN I,16.0,0
2108260,2016-04-01,13,"LIQUOR,WINE,BEER",13.0,0
1311366,2015-01-08,53,GROCERY I,1320.0,7
2535949,2016-11-27,13,SCHOOL AND OFFICE SUPPLIES,0.0,0
2456039,2016-10-13,21,HARDWARE,1.0,0
1325329,2015-01-16,45,HOME AND KITCHEN II,37.0,0
2371498,2016-08-26,49,LADIESWEAR,16.0,0
2609217,2017-01-08,2,CELEBRATION,7.0,0
697377,2014-01-28,26,LINGERIE,10.0,0
132642,2013-03-16,30,HOME AND KITCHEN I,0.0,0
2452779,2016-10-11,3,LINGERIE,17.0,0
318922,2013-06-28,8,EGGS,324.0,0
1679704,2015-08-03,39,BOOKS,0.0,0
2639468,2017-01-25,18,PREPARED FOODS,71.133,9
137803,2013-03-19,25,POULTRY,99.712,0
1379425,2015-02-16,13,PERSONAL CARE,97.0,0
2984591,2017-08-06,51,BREAD/BAKERY,1241.872,11
2566541,2016-12-14,21,SEAFOOD,1.0,0
2011634,2016-02-06,51,LAWN AND GARDEN,15.0,0
1483102,2015-04-15,22,HOME AND KITCHEN II,0.0,0
434401,2013-09-01,47,"LIQUOR,WINE,BEER",0.0,0
2307978,2016-07-22,17,MEATS,196.414,1
2759217,2017-04-02,28,LINGERIE,4.0,0
2310702,2016-07-23,43,DELI,257.0,3
2534265,2016-11-26,16,PRODUCE,486.007,1
2330744,2016-08-03,6,LAWN AND GARDEN,1.0,0
51456,2013-01-29,52,DELI,0.0,0
1437745,2015-03-20,5,BABY CARE,0.0,0
1106524,2014-09-14,7,BABY CARE,0.0,0
2046482,2016-02-26,3,LAWN AND GARDEN,25.0,0
1125447,2014-09-25,37,HOME AND KITCHEN I,18.0,0
2059792,2016-03-04,52,SCHOOL AND OFFICE SUPPLIES,0.0,0
2074491,2016-03-13,16,GROCERY I,3323.0,17
2359025,2016-08-19,49,LAWN AND GARDEN,19.0,0
2464051,2016-10-17,46,CLEANING,1526.0,52
114591,2013-03-06,24,HOME AND KITCHEN I,0.0,0
1051249,2014-08-14,6,BABY CARE,0.0,0
1433356,2015-03-18,27,BABY CARE,0.0,0
2848572,2017-05-22,35,GROCERY I,1633.0,44
2028329,2016-02-16,20,HOME APPLIANCES,1.0,0
629111,2013-12-20,10,SEAFOOD,1.0,0
2130608,2016-04-13,4,PREPARED FOODS,58.424,1
2255442,2016-06-22,42,MEATS,191.976,1
2505699,2016-11-10,15,DELI,345.0,10
2736559,2017-03-20,42,BABY CARE,1.0,0
287938,2013-06-11,38,GROCERY II,7.0,0
2081125,2016-03-16,51,GROCERY II,27.0,0
362607,2013-07-23,33,BEVERAGES,602.0,0
2832343,2017-05-13,3,LADIESWEAR,60.0,0
772224,2014-03-11,26,MEATS,161.024,0
1498971,2015-04-24,18,GROCERY I,1585.437,0
2285415,2016-07-09,34,AUTOMOTIVE,2.0,0
285866,2013-06-10,3,LAWN AND GARDEN,4.0,0
2716133,2017-03-09,2,BEAUTY,6.0,0
72641,2013-02-10,47,DAIRY,954.0,0
1974003,2016-01-16,46,DELI,1111.869,1
801695,2014-03-27,52,PET SUPPLIES,0.0,0
410635,2013-08-19,30,HOME AND KITCHEN II,0.0,0
1662549,2015-07-24,8,DELI,295.134,56
1275398,2014-12-18,44,HARDWARE,8.0,0
1150979,2014-10-09,53,BREAD/BAKERY,242.516,1
844658,2014-04-20,9,MAGAZINES,0.0,0
754901,2014-03-01,4,PET SUPPLIES,3.0,0
932892,2014-06-09,34,HOME AND KITCHEN I,0.0,0
983161,2014-07-07,44,PERSONAL CARE,510.0,0
990635,2014-07-11,54,DAIRY,131.0,0
1002237,2014-07-18,3,PLAYERS AND ELECTRONICS,20.0,0
2739963,2017-03-22,38,CELEBRATION,8.0,0
2890577,2017-06-15,14,DAIRY,383.0,18
2972549,2017-07-31,14,DAIRY,386.0,5
2253776,2016-06-21,46,DAIRY,1036.0,6
395793,2013-08-11,14,MEATS,287.995,0
2144601,2016-04-21,32,PRODUCE,207.88899,0
1937225,2015-12-27,14,PET SUPPLIES,0.0,0
2966406,2017-07-27,41,BEVERAGES,1743.0,21
1377748,2015-02-15,16,SCHOOL AND OFFICE SUPPLIES,0.0,0
2950086,2017-07-18,33,HOME CARE,199.0,16
970130,2014-06-30,29,PREPARED FOODS,0.0,0
2418117,2016-09-21,8,DELI,241.913,3
2813516,2017-05-02,51,BEAUTY,5.0,0
886717,2014-05-14,39,CLEANING,899.0,1
1680453,2015-08-04,1,PLAYERS AND ELECTRONICS,7.0,0
661795,2014-01-08,28,GROCERY II,7.0,0
1827752,2015-10-25,42,HARDWARE,0.0,0
1417915,2015-03-09,43,BOOKS,0.0,0
646782,2013-12-30,7,HOME AND KITCHEN I,0.0,0
1962895,2016-01-10,34,"LIQUOR,WINE,BEER",0.0,0
1389550,2015-02-21,47,LADIESWEAR,0.0,0
2496014,2016-11-04,42,PET SUPPLIES,10.0,0
1582609,2015-06-10,14,POULTRY,50.918,0
617067,2013-12-13,23,AUTOMOTIVE,2.0,0
176948,2013-04-10,24,BEAUTY,4.0,0
15184,2013-01-09,35,BOOKS,0.0,0
289329,2013-06-12,27,HOME CARE,0.0,0
817072,2014-04-05,34,PERSONAL CARE,541.0,0
161576,2013-04-01,42,DAIRY,0.0,0
896878,2014-05-20,24,BOOKS,0.0,0
2320161,2016-07-28,9,PRODUCE,840.243,3
2134116,2016-04-15,39,CELEBRATION,21.0,0
2296385,2016-07-15,41,HARDWARE,0.0,0
38848,2013-01-22,49,CLEANING,788.0,0
26526,2013-01-15,52,PLAYERS AND ELECTRONICS,0.0,0
2517535,2016-11-16,46,SCHOOL AND OFFICE SUPPLIES,5.0,0
74792,2013-02-11,8,HARDWARE,0.0,0
1753730,2015-09-14,16,FROZEN FOODS,19.0,0
1242095,2014-11-30,10,DAIRY,432.0,1
2266156,2016-06-28,43,GROCERY II,0.0,0
2121534,2016-04-08,35,PRODUCE,339.021,0
1783161,2015-09-30,41,CELEBRATION,14.0,0
653430,2014-01-03,42,PRODUCE,0.0,0
1997084,2016-01-29,43,MAGAZINES,2.0,0
948699,2014-06-18,28,HOME AND KITCHEN I,0.0,0
896554,2014-05-20,15,EGGS,51.0,0
309246,2013-06-23,36,BEVERAGES,1057.0,0
388082,2013-08-06,48,BEAUTY,7.0,0
2093326,2016-03-23,44,BOOKS,0.0,0
1300986,2015-01-03,12,PLAYERS AND ELECTRONICS,0.0,0
580309,2013-11-22,41,BOOKS,0.0,0
2326036,2016-08-01,23,SCHOOL AND OFFICE SUPPLIES,0.0,0
2438593,2016-10-03,31,PERSONAL CARE,353.0,6
354595,2013-07-18,9,EGGS,104.0,0
2908861,2017-06-25,27,EGGS,386.0,0
247287,2013-05-19,47,HOME CARE,0.0,0
1854699,2015-11-09,49,AUTOMOTIVE,8.0,0
372090,2013-07-28,49,HOME AND KITCHEN I,0.0,0
1156541,2014-10-13,1,MAGAZINES,3.0,0
1170911,2014-10-21,13,BREAD/BAKERY,165.0,0
1712821,2015-08-22,18,"LIQUOR,WINE,BEER",185.0,0
1843869,2015-11-03,44,PLAYERS AND ELECTRONICS,82.0,0
2565485,2016-12-13,41,SEAFOOD,14.26,0
1684143,2015-08-06,13,LINGERIE,1.0,0
316346,2013-06-27,35,DAIRY,22.0,0
531295,2013-10-26,16,POULTRY,119.25,0
2926027,2017-07-04,9,HOME AND KITCHEN II,47.0,1
1588245,2015-06-13,22,LINGERIE,0.0,0
2105141,2016-03-30,26,BREAD/BAKERY,217.0,1
65099,2013-02-06,35,MAGAZINES,0.0,0
2606519,2017-01-06,43,HARDWARE,0.0,0
2628748,2017-01-19,18,BABY CARE,0.0,0
1295979,2014-12-31,22,BEVERAGES,0.0,0
2959500,2017-07-23,47,PLAYERS AND ELECTRONICS,58.0,0
507124,2013-10-12,38,GROCERY II,41.0,0
2245671,2016-06-17,19,LINGERIE,2.0,0
1084678,2014-09-02,43,BABY CARE,0.0,0
1478188,2015-04-12,34,LADIESWEAR,0.0,0
371273,2013-07-28,26,MAGAZINES,0.0,0
1621945,2015-07-02,18,POULTRY,253.075,0
1521259,2015-05-06,42,PERSONAL CARE,0.0,0
95259,2013-02-23,31,LINGERIE,7.0,0
1213950,2014-11-14,20,GROCERY I,0.0,0
368084,2013-07-26,37,BEAUTY,3.0,0
2334972,2016-08-06,24,MEATS,390.568,1
1718292,2015-08-25,21,HOME AND KITCHEN I,20.0,0
845638,2014-04-21,36,GROCERY II,1.0,0
2008450,2016-02-05,13,BOOKS,0.0,0
602314,2013-12-04,9,SCHOOL AND OFFICE SUPPLIES,0.0,0
2279807,2016-07-06,27,BEAUTY,2.0,0
546363,2013-11-03,39,HOME AND KITCHEN I,0.0,0
2664099,2017-02-08,1,DELI,149.69,10
2825724,2017-05-09,44,AUTOMOTIVE,10.0,0
153463,2013-03-28,15,GROCERY II,7.0,0
2189322,2016-05-16,38,BEVERAGES,1717.0,12
2646408,2017-01-29,13,CELEBRATION,5.0,0
2739360,2017-03-22,20,PRODUCE,662.943,7
1913626,2015-12-12,51,"LIQUOR,WINE,BEER",346.0,0
1054601,2014-08-16,49,LAWN AND GARDEN,7.0,0
468193,2013-09-20,45,"LIQUOR,WINE,BEER",195.0,0
290587,2013-06-13,12,"LIQUOR,WINE,BEER",20.0,0
181642,2013-04-12,6,EGGS,144.0,0
1335111,2015-01-22,2,PRODUCE,2.0,0
1039521,2014-08-08,26,LINGERIE,0.0,0
767345,2014-03-08,39,PREPARED FOODS,116.868,0
1949084,2016-01-02,47,BREAD/BAKERY,1729.291,0
1222323,2014-11-18,6,BEVERAGES,2659.0,6
925624,2014-06-05,30,CLEANING,415.0,0
775618,2014-03-13,21,LADIESWEAR,0.0,0
1726558,2015-08-29,52,SCHOOL AND OFFICE SUPPLIES,0.0,0
738479,2014-02-20,3,BREAD/BAKERY,721.706,0
510308,2013-10-14,27,PREPARED FOODS,75.173004,0
2868824,2017-06-02,53,BEAUTY,3.0,0
1329137,2015-01-18,51,PREPARED FOODS,192.29199,0
532403,2013-10-26,47,HARDWARE,3.0,0
1266247,2014-12-13,38,BOOKS,0.0,0
654656,2014-01-04,28,BEAUTY,3.0,0
1196489,2014-11-04,30,DAIRY,214.0,1
1135027,2014-09-30,6,PERSONAL CARE,330.0,3
747710,2014-02-25,38,PREPARED FOODS,96.354004,0
2279821,2016-07-06,27,HOME AND KITCHEN II,19.0,0
1206431,2014-11-10,1,HOME APPLIANCES,0.0,0
2734610,2017-03-19,37,SEAFOOD,13.192,0
253407,2013-05-23,2,AUTOMOTIVE,3.0,0
61761,2013-02-04,41,HOME CARE,0.0,0
612009,2013-12-10,30,MEATS,85.033,0
150700,2013-03-26,37,"LIQUOR,WINE,BEER",115.0,0
985674,2014-07-09,15,PRODUCE,470.059,0
2126578,2016-04-11,27,PERSONAL CARE,213.0,1
7922,2013-01-05,31,BEAUTY,3.0,0
2035127,2016-02-20,11,HOME APPLIANCES,0.0,0
1721227,2015-08-26,53,GROCERY II,13.0,0
1772097,2015-09-24,30,PRODUCE,299.377,0
2862992,2017-05-30,4,FROZEN FOODS,61.0,2
1869842,2015-11-18,23,PREPARED FOODS,31.645,1
845362,2014-04-21,29,BABY CARE,0.0,0
2565902,2016-12-13,53,LAWN AND GARDEN,32.0,0
243338,2013-05-17,36,PREPARED FOODS,54.92,0
1024760,2014-07-31,12,FROZEN FOODS,44.0,0
1709460,2015-08-20,23,PLAYERS AND ELECTRONICS,3.0,0
1980454,2016-01-20,27,PERSONAL CARE,223.0,3
626733,2013-12-18,43,PRODUCE,0.0,0
1681333,2015-08-04,34,HOME AND KITCHEN II,25.0,1
1128221,2014-09-27,15,HOME APPLIANCES,0.0,0
2438663,2016-10-03,33,PREPARED FOODS,42.0,1
733704,2014-02-17,45,HOME AND KITCHEN I,0.0,0
1295490,2014-12-30,9,DELI,646.852,3
493973,2013-10-05,19,PREPARED FOODS,17.0,0
977465,2014-07-04,35,BREAD/BAKERY,49.0,0
1950212,2016-01-03,29,FROZEN FOODS,87.696,4
2194799,2016-05-19,41,BEAUTY,5.0,0
49518,2013-01-28,48,HOME CARE,0.0,0
2357681,2016-08-19,11,PREPARED FOODS,79.19,2
2759085,2017-04-02,24,LINGERIE,5.0,0
2338149,2016-08-08,14,AUTOMOTIVE,1.0,0
1933290,2015-12-23,53,HOME CARE,251.0,1
2057271,2016-03-03,32,HOME CARE,85.0,0
838410,2014-04-17,33,GROCERY I,3152.0,0
660780,2014-01-07,49,LINGERIE,9.0,0
